Route,Point,Date,Time,Cloud.Cover,Temperature,Wind.Speed,Disturbance,Precipitation,replicate
254,2,3/24/2020,7:17,100,11.1,1,2,None,1
254,3,3/24/2020,7:29,100,11.1,0,1,None,1
254,4,3/24/2020,7:40,100,11.1,1,2,Lt. Rain,1
254,5,3/24/2020,7:51,100,11.1,0,1,None,1
254,6,3/24/2020,8:04,100,11.1,1,1,Rain,1
254,7,3/24/2020,8:22,100,11.1,1,1,Lt. Rain,1
254,8,3/24/2020,8:37,100,11.1,0,1,Rain,1
57,1,3/25/2020,7:46,100,7.8,NA,1,NA,1
57,2,3/25/2020,8:00,100,7.8,NA,NA,NA,1
57,3,3/25/2020,8:10,100,7.8,NA,NA,NA,1
57,4,3/25/2020,8:27,100,7.8,3,NA,NA,1
57,5,3/25/2020,8:35,100,7.8,3,NA,NA,1
57,6,3/25/2020,8:44,100,7.8,3,NA,NA,1
57,7,3/25/2020,8:55,100,7.8,NA,2,NA,1
57,8,3/25/2020,9:06,100,7.8,NA,NA,NA,1
57,9,3/25/2020,9:16,100,7.8,0,NA,NA,1
57,10,3/25/2020,9:24,100,7.8,NA,NA,NA,1
101,1,3/25/2020,7:01,85,12.2,1,2,None,1
101,2,3/25/2020,7:19,65,12.2,1,5,None,1
101,3,3/25/2020,7:33,45,12.8,1,2,None,1
101,4,3/25/2020,7:52,15,12.8,0,4,None,1
101,5,3/25/2020,8:19,20,13.3,2,4,None,1
101,6,3/25/2020,8:36,10,13.3,0,3,None,1
101,7,3/25/2020,8:53,5,13.9,3,4,None,1
101,8,3/25/2020,9:06,25,15.6,2,5,None,1
101,9,3/25/2020,9:22,35,15.6,4,4,None,1
101,10,3/25/2020,9:39,25,16.1,1,5,None,1
184,1,3/25/2020,7:08,100,11.7,1,2,None,1
184,2,3/25/2020,7:20,100,11.7,3,1,None,1
184,3,3/25/2020,7:35,100,12.2,3,3,None,1
184,4,3/25/2020,7:47,65,12.2,1,4,None,1
184,5,3/25/2020,7:59,55,12.8,2,2,None,1
184,6,3/25/2020,8:12,25,12.2,1,2,None,1
184,7,3/25/2020,8:25,40,12.8,0,2,None,1
184,8,3/25/2020,8:38,15,12.8,0,2,None,1
184,9,3/25/2020,8:50,0,12.8,2,2,None,1
184,10,3/25/2020,9:13,5,12.8,0,1,None,1
201,1,3/25/2020,7:04,20,10.0,0,3,None,1
201,2,3/25/2020,7:17,20,12.2,0,3,None,1
201,3,3/25/2020,7:28,80,12.2,1,3,None,1
201,4,3/25/2020,7:40,15,12.2,2,3,None,1
201,5,3/25/2020,7:53,20,11.7,0,3,None,1
201,6,3/25/2020,8:06,30,11.7,0,2,None,1
201,7,3/25/2020,8:20,75,11.7,0,2,None,1
201,8,3/25/2020,8:33,75,11.7,3,1,None,1
201,9,3/25/2020,8:44,75,11.7,1,1,None,1
201,10,3/25/2020,8:56,60,12.2,1,1,None,1
201,11,3/25/2020,9:08,60,12.2,2,1,None,1
201,12,3/25/2020,9:20,25,12.2,2,1,None,1
201,13,3/25/2020,9:38,50,12.8,1,1,None,1
201,14,3/25/2020,9:50,60,12.8,1,1,None,1
102,1,3/26/2020,7:01,100,7.2,1,4,None,1
102,2,3/26/2020,7:16,100,7.8,2,4,None,1
102,3,3/26/2020,7:29,100,8.9,1,2,None,1
102,4,3/26/2020,7:42,100,9.4,1,4,None,1
102,5,3/26/2020,7:57,100,10.0,2,2,None,1
102,6,3/26/2020,8:09,100,10.0,4,2,None,1
102,7,3/26/2020,8:22,100,10.6,0,2,None,1
102,8,3/26/2020,8:35,100,10.6,2,2,Lt. Rain,1
102,9,3/26/2020,8:51,100,11.1,1,1,Lt. Rain,1
102,10,3/26/2020,9:08,100,11.1,2,2,Lt. Rain,1
102,11,3/26/2020,9:21,100,11.1,3,2,None,1
172,1,3/26/2020,7:16,95,7.2,3,2,None,1
172,2,3/26/2020,7:30,90,7.2,2,1,None,1
172,3,3/26/2020,7:45,75,7.2,3,1,None,1
172,4,3/26/2020,8:08,15,7.2,2,1,None,1
172,5,3/26/2020,8:21,40,7.2,2,1,None,1
172,6,3/26/2020,8:32,25,8.3,2,1,None,1
172,7,3/26/2020,8:44,90,8.3,3,1,None,1
172,8,3/26/2020,8:55,95,8.3,4,1,None,1
172,9,3/26/2020,9:08,90,8.9,3,1,None,1
172,10,3/26/2020,9:21,100,7.8,4,1,None,1
172,11,3/26/2020,9:32,100,7.2,4,2,None,1
172,12,3/26/2020,9:44,100,7.2,3,1,None,1
172,13,3/26/2020,9:55,100,7.8,3,1,None,1
308,1,3/26/2020,7:02,100,6.7,3,1,None,1
308,2,3/26/2020,7:14,75,6.7,2,3,None,1
308,3,3/26/2020,7:25,85,6.7,3,3,None,1
308,4,3/26/2020,7:37,100,7.2,2,3,None,1
308,5,3/26/2020,7:48,50,7.2,2,3,None,1
308,6,3/26/2020,7:59,45,7.2,3,4,None,1
308,7,3/26/2020,8:10,80,7.2,1,1,None,1
308,8,3/26/2020,9:35,100,10.6,0,3,None,1
308,9,3/26/2020,9:23,100,10.0,3,3,None,1
308,10,3/26/2020,9:12,100,10.0,4,3,None,1
308,11,3/26/2020,9:02,100,10.0,4,3,None,1
308,12,3/26/2020,8:51,100,8.9,2,2,None,1
73,1,3/27/2020,6:58,0,11.1,1,4,None,1
73,2,3/27/2020,7:12,0,11.1,1,2,None,1
73,3,3/27/2020,7:24,5,11.1,3,1,None,1
73,4,3/27/2020,7:39,10,11.7,0,2,None,1
73,5,3/27/2020,7:54,10,12.8,2,1,None,1
73,6,3/27/2020,8:07,15,12.8,2,1,None,1
73,7,3/27/2020,8:21,35,13.9,1,2,None,1
73,8,3/27/2020,8:34,45,14.4,3,1,None,1
73,9,3/27/2020,8:49,25,14.4,1,2,None,1
73,10,3/27/2020,9:16,20,15.6,0,1,None,1
199,1,3/27/2020,7:00,0,8.9,1,1,None,1
199,2,3/27/2020,7:13,0,8.9,1,3,None,1
199,3,3/27/2020,7:26,10,8.9,1,3,None,1
199,4,3/27/2020,7:38,15,8.9,1,2,None,1
199,5,3/27/2020,7:51,25,8.9,0,2,None,1
199,6,3/27/2020,8:04,40,8.9,1,4,None,1
199,7,3/27/2020,8:17,30,8.9,0,2,None,1
199,8,3/27/2020,8:30,15,8.9,0,3,None,1
199,9,3/27/2020,8:47,20,8.9,1,1,None,1
199,10,3/27/2020,9:02,40,8.9,4,1,None,1
223,1,3/27/2020,7:12,0,12.8,0,3,None,1
223,2,3/27/2020,7:26,5,12.8,0,3,None,1
223,3,3/27/2020,7:38,10,12.2,0,1,None,1
223,4,3/27/2020,7:50,15,12.2,1,1,None,1
223,5,3/27/2020,8:04,10,12.8,0,1,None,1
223,6,3/27/2020,8:21,10,12.8,1,3,None,1
223,7,3/27/2020,8:33,15,12.8,1,2,None,1
223,8,3/27/2020,8:48,25,13.3,1,2,None,1
223,9,3/27/2020,9:00,50,-15.0,1,2,None,1
223,10,3/27/2020,9:12,50,15.6,0,2,None,1
223,11,3/27/2020,9:24,30,15.6,0,1,None,1
16,1,3/28/2020,6:57,25,17.8,0,3,None,1
16,2,3/28/2020,7:10,35,17.8,1,1,None,1
16,3,3/28/2020,7:25,35,14.4,0,1,None,1
16,4,3/28/2020,7:37,45,14.4,1,3,None,1
16,5,3/28/2020,7:50,40,13.9,1,2,None,1
16,6,3/28/2020,8:02,40,13.9,1,1,None,1
16,7,3/28/2020,8:13,40,13.9,0,4,None,1
16,8,3/28/2020,8:25,45,14.4,1,2,None,1
16,9,3/28/2020,8:37,25,15.0,0,1,None,1
21,1,3/28/2020,6:56,0,13.9,3,1,None,1
21,2,3/28/2020,7:16,5,15.0,3,1,None,1
21,3,3/28/2020,7:34,30,15.0,1,1,None,1
21,4,3/28/2020,7:47,25,15.6,1,2,None,1
21,5,3/28/2020,8:00,10,15.6,0,3,None,1
21,6,3/28/2020,8:13,20,15.6,1,2,None,1
21,7,3/28/2020,8:27,15,16.1,1,3,None,1
21,8,3/28/2020,8:41,5,16.7,0,2,None,1
21,9,3/28/2020,8:53,0,17.2,0,2,None,1
21,10,3/28/2020,9:14,0,17.2,0,2,None,1
21,11,3/28/2020,9:40,10,17.2,4,2,None,1
145,1,3/28/2020,7:17,100,18.3,1,1,None,1
145,2,3/28/2020,7:34,100,18.3,1,1,None,1
145,3,3/28/2020,7:47,100,18.3,1,1,None,1
145,4,3/28/2020,8:00,95,18.3,0,1,None,1
145,5,3/28/2020,8:12,60,18.3,0,1,None,1
145,6,3/28/2020,8:23,75,18.3,0,1,None,1
145,7,3/28/2020,8:34,90,18.3,2,1,None,1
145,8,3/28/2020,8:45,60,18.3,3,2,None,1
145,9,3/28/2020,8:56,50,18.3,3,2,None,1
145,10,3/28/2020,9:07,70,18.3,3,3,None,1
145,11,3/28/2020,9:22,85,18.3,3,2,None,1
145,12,3/28/2020,9:38,90,18.3,3,1,None,1
145,13,3/28/2020,9:54,80,18.3,4,1,None,1
145,14,3/28/2020,10:13,90,19.4,2,1,None,1
23,1,3/30/2020,9:32,75,13.9,4,4,None,2
23,2,3/30/2020,9:18,85,12.2,4,2,None,2
23,3,3/30/2020,9:06,100,12.2,4,3,None,2
23,4,3/30/2020,8:53,100,11.7,4,1,None,2
23,5,3/30/2020,8:41,90,11.7,4,2,None,2
23,6,3/30/2020,8:24,85,11.7,3,2,None,2
23,7,3/30/2020,8:05,100,12.2,4,2,None,2
23,8,3/30/2020,7:47,100,12.2,4,1,None,2
23,9,3/30/2020,7:30,100,12.8,4,3,None,2
23,10,3/30/2020,7:02,100,12.8,4,2,None,1
65,1,3/30/2020,8:17,65,13.3,0,1,None,2
65,2,3/30/2020,8:04,70,13.3,2,3,None,2
65,3,3/30/2020,7:53,55,12.8,1,2,None,2
65,4,3/30/2020,7:40,50,12.2,1,3,None,2
65,5,3/30/2020,7:28,10,12.8,1,1,None,2
65,6,3/30/2020,7:16,100,11.7,3,3,None,2
65,7,3/30/2020,7:02,90,11.7,1,2,None,2
122,1,3/30/2020,9:17,60,12.8,0,1,None,2
122,2,3/30/2020,9:01,80,12.8,2,1,None,2
122,3,3/30/2020,8:47,85,12.8,2,1,None,2
122,4,3/30/2020,8:34,80,12.8,3,1,None,2
122,5,3/30/2020,8:19,80,12.8,4,1,None,2
122,6,3/30/2020,8:06,75,12.8,3,1,None,2
122,7,3/30/2020,7:53,80,12.8,4,1,None,2
122,8,3/30/2020,7:39,70,12.8,1,1,None,2
122,9,3/30/2020,7:26,95,12.8,1,2,None,2
122,10,3/30/2020,7:12,90,12.8,1,1,None,2
122,11,3/30/2020,6:59,90,12.8,1,1,None,2
66,1,4/1/2020,8:40,85,4.4,2,1,None,2
66,2,4/1/2020,8:29,80,4.4,3,3,None,2
66,3,4/1/2020,8:18,65,4.4,4,3,None,2
66,4,4/1/2020,8:07,55,3.9,4,4,None,2
66,5,4/1/2020,7:56,60,3.3,3,4,None,2
66,6,4/1/2020,7:44,85,3.3,1,4,None,2
66,7,4/1/2020,7:32,100,3.3,2,4,None,2
66,8,4/1/2020,7:20,95,3.3,1,1,None,2
66,9,4/1/2020,7:08,85,3.3,4,2,None,2
66,10,4/1/2020,6:56,85,2.8,2,3,None,2
92,1,4/1/2020,9:36,95,3.9,3,1,None,2
92,2,4/1/2020,9:22,95,3.9,4,1,None,2
92,3,4/1/2020,9:03,100,3.9,4,3,None,2
92,4,4/1/2020,8:48,100,3.9,3,2,None,2
92,5,4/1/2020,8:33,95,3.3,4,2,None,2
92,6,4/1/2020,8:20,100,2.8,1,1,None,2
92,7,4/1/2020,8:06,90,2.8,4,1,None,2
92,8,4/1/2020,7:53,80,2.8,4,2,None,2
92,9,4/1/2020,7:40,30,3.3,3,1,None,2
92,10,4/1/2020,7:22,35,3.3,4,1,None,2
92,11,4/1/2020,7:07,40,3.3,4,1,None,2
92,12,4/1/2020,6:53,25,3.3,3,1,None,2
123,1,4/1/2020,9:30,100,4.4,2,1,None,2
123,2,4/1/2020,9:18,100,4.4,2,2,None,2
123,3,4/1/2020,9:06,100,3.9,1,1,None,2
123,4,4/1/2020,8:55,100,3.9,0,2,None,2
123,5,4/1/2020,8:43,100,3.9,2,4,None,2
123,6,4/1/2020,8:31,100,3.3,2,3,None,2
123,7,4/1/2020,8:22,100,3.3,3,3,None,2
123,8,4/1/2020,8:09,100,3.3,1,2,None,2
123,9,4/1/2020,7:55,75,4.4,2,1,None,2
123,10,4/1/2020,7:43,15,4.4,2,1,None,2
123,11,4/1/2020,7:31,5,4.4,2,2,None,2
123,12,4/1/2020,7:13,0,4.4,3,2,None,2
123,13,4/1/2020,6:54,10,4.4,3,3,None,2
11,1,4/2/2020,8:59,0,0.6,0,1,None,2
11,2,4/2/2020,8:46,0,0.0,2,2,None,2
11,3,4/2/2020,8:34,0,0.0,1,1,None,2
11,4,4/2/2020,8:21,0,0.0,1,2,None,2
11,5,4/2/2020,8:08,0,0.0,1,1,None,2
11,6,4/2/2020,7:56,0,0.0,1,3,None,2
11,7,4/2/2020,7:44,0,-1.1,1,1,None,2
11,8,4/2/2020,7:31,0,-1.1,0,1,None,2
11,9,4/2/2020,7:19,0,-1.1,1,1,None,2
11,10,4/2/2020,7:07,0,-1.7,1,2,None,2
11,11,4/2/2020,6:53,0,-1.7,1,2,None,2
96,1,4/2/2020,9:38,0,4.4,1,5,None,2
96,2,4/2/2020,9:24,0,2.2,0,5,None,2
96,3,4/2/2020,9:09,0,2.2,1,2,None,2
96,4,4/2/2020,8:52,0,1.1,0,2,None,2
96,5,4/2/2020,8:31,0,0.6,0,2,None,2
96,6,4/2/2020,8:12,0,0.0,0,2,None,2
96,7,4/2/2020,7:56,0,-0.6,0,2,None,2
96,8,4/2/2020,7:41,0,-1.1,0,2,None,2
96,9,4/2/2020,7:25,0,-1.1,0,3,None,2
96,10,4/2/2020,7:08,0,-1.1,1,2,None,2
96,11,4/2/2020,6:51,0,-1.1,0,2,None,2
130,10,4/2/2020,8:42,0,-1.1,1,1,None,1
231,1,4/2/2020,8:45,0,1.7,1,1,None,2
231,2,4/2/2020,8:34,0,1.7,0,2,None,2
231,3,4/2/2020,8:22,10,1.7,0,1,None,2
231,4,4/2/2020,8:08,0,1.7,1,4,None,2
231,5,4/2/2020,7:53,0,1.7,2,4,None,2
231,6,4/2/2020,7:41,0,1.7,0,5,None,2
231,7,4/2/2020,7:29,10,1.7,1,5,None,2
231,8,4/2/2020,7:16,10,1.7,1,5,None,2
231,9,4/2/2020,7:04,0,1.1,0,5,None,2
231,10,4/2/2020,6:51,0,1.1,1,5,None,2
34,1,4/3/2020,8:46,0,4.4,1,4,None,2
34,2,4/3/2020,8:34,0,3.9,2,3,None,2
34,3,4/3/2020,8:22,0,3.9,1,2,None,2
34,4,4/3/2020,8:10,0,2.8,1,3,None,2
34,5,4/3/2020,7:58,0,2.8,2,3,None,2
34,6,4/3/2020,7:47,0,2.2,2,3,None,2
34,7,4/3/2020,7:36,0,2.2,2,2,None,2
34,8,4/3/2020,7:25,0,2.2,1,3,None,2
34,9,4/3/2020,7:14,0,1.7,0,1,None,2
34,10,4/3/2020,7:02,0,1.1,1,3,None,2
34,11,4/3/2020,6:51,0,0.6,2,3,None,2
35,1,4/3/2020,8:57,0,6.1,0,1,None,2
35,2,4/3/2020,8:42,0,4.4,1,3,None,2
35,3,4/3/2020,8:31,0,4.4,0,3,None,2
35,4,4/3/2020,8:19,0,4.4,0,2,None,2
35,5,4/3/2020,8:06,0,4.4,1,2,None,2
35,6,4/3/2020,7:47,0,4.4,1,3,None,2
35,7,4/3/2020,7:34,0,4.4,0,3,None,2
35,8,4/3/2020,7:13,0,4.4,0,2,None,2
35,9,4/3/2020,7:02,0,4.4,1,2,None,2
35,10,4/3/2020,6:51,0,4.4,1,1,None,2
67,1,4/3/2020,8:54,0,5.0,1,3,None,2
67,2,4/3/2020,8:38,0,3.9,0,5,None,2
67,3,4/3/2020,8:25,0,2.8,1,5,None,2
67,4,4/3/2020,8:12,0,2.2,0,5,None,2
67,5,4/3/2020,8:01,0,1.1,0,5,None,2
67,6,4/3/2020,7:34,0,1.1,0,4,None,2
67,7,4/3/2020,7:18,5,1.1,1,4,None,2
67,8,4/3/2020,7:04,0,1.1,0,5,None,2
67,9,4/3/2020,6:50,0,1.1,1,3,None,2
7,1,4/5/2020,9:34,30,13.3,1,1,None,2
7,2,4/5/2020,9:23,60,13.3,1,1,None,2
7,3,4/5/2020,9:11,65,12.2,0,1,None,2
7,4,4/5/2020,9:01,60,12.2,1,1,None,2
7,5,4/5/2020,8:50,50,11.7,0,1,None,2
7,6,4/5/2020,8:33,30,11.1,0,2,None,2
7,7,4/5/2020,8:22,25,11.1,1,3,None,2
7,8,4/5/2020,8:10,30,10.6,0,2,None,2
7,9,4/5/2020,8:00,35,10.6,1,2,None,2
7,10,4/5/2020,7:48,35,10.0,0,1,None,2
7,11,4/5/2020,7:35,40,10.0,0,1,None,2
7,12,4/5/2020,7:24,50,10.6,0,1,None,2
7,13,4/5/2020,7:12,25,10.6,0,1,None,2
7,14,4/5/2020,7:00,15,10.6,0,1,None,2
7,15,4/5/2020,6:49,10,10.6,0,1,None,2
98,1,4/5/2020,8:28,95,11.1,1,3,None,2
98,2,4/5/2020,8:16,95,10.6,0,3,None,2
98,3,4/5/2020,8:00,100,10.6,1,3,None,2
98,4,4/5/2020,7:46,95,10.6,2,3,None,2
98,5,4/5/2020,7:33,95,10.0,1,2,None,2
98,6,4/5/2020,7:14,80,10.0,1,1,None,2
98,7,4/5/2020,7:00,70,10.6,1,3,None,2
98,8,4/5/2020,6:46,65,10.6,0,2,None,2
204,1,4/5/2020,8:55,100,10.6,0,1,None,2
204,2,4/5/2020,8:44,95,10.6,2,2,None,2
204,3,4/5/2020,8:32,100,10.6,2,2,None,2
204,4,4/5/2020,8:21,95,11.7,0,2,None,2
204,5,4/5/2020,8:10,90,11.1,0,3,None,2
204,6,4/5/2020,7:59,80,10.6,0,2,None,2
204,7,4/5/2020,7:48,95,10.0,0,3,None,2
204,8,4/5/2020,7:37,90,9.4,2,2,None,2
204,9,4/5/2020,7:26,80,8.9,2,3,None,2
204,10,4/5/2020,7:15,60,8.3,1,1,None,2
204,11,4/5/2020,7:02,35,8.3,0,1,None,2
204,12,4/5/2020,6:50,50,8.3,2,1,None,2
9,1,4/6/2020,8:41,5,11.1,0,2,None,2
9,2,4/6/2020,8:29,5,10.0,0,3,None,2
9,3,4/6/2020,8:17,0,10.0,0,2,None,2
9,4,4/6/2020,8:07,0,9.4,2,4,None,2
9,5,4/6/2020,7:56,0,8.9,1,1,None,2
9,6,4/6/2020,7:45,0,8.3,2,3,None,2
9,7,4/6/2020,7:34,0,8.3,2,2,None,2
9,8,4/6/2020,7:23,0,8.3,2,1,None,2
9,9,4/6/2020,7:12,0,7.8,2,1,None,2
9,10,4/6/2020,6:59,0,7.8,1,1,None,2
9,11,4/6/2020,6:47,0,7.8,0,2,None,2
15,1,4/6/2020,8:44,0,10.0,0,1,None,2
15,2,4/6/2020,8:31,0,10.0,0,1,None,2
15,3,4/6/2020,8:19,0,10.0,0,3,None,2
15,4,4/6/2020,8:08,0,10.0,0,3,None,2
15,5,4/6/2020,7:51,0,10.0,0,1,None,2
15,6,4/6/2020,7:36,0,10.0,0,1,None,2
15,7,4/6/2020,7:24,0,10.0,0,1,None,2
15,8,4/6/2020,7:05,0,10.0,0,1,None,2
15,9,4/6/2020,6:45,0,10.0,0,1,None,2
24,1,4/6/2020,9:09,0,12.8,2,2,None,2
24,2,4/6/2020,8:56,5,12.8,1,2,None,2
24,3,4/6/2020,8:43,5,12.2,1,2,None,2
24,4,4/6/2020,8:31,0,12.2,2,3,None,2
24,5,4/6/2020,8:17,0,12.2,2,1,None,2
24,6,4/6/2020,8:04,0,11.7,1,1,None,2
24,7,4/6/2020,7:52,0,11.1,0,1,None,2
24,8,4/6/2020,7:40,0,10.0,0,1,None,2
24,9,4/6/2020,7:26,0,10.0,2,1,None,2
24,10,4/6/2020,7:09,0,10.0,0,1,None,2
24,11,4/6/2020,6:56,0,8.9,0,2,None,2
24,12,4/6/2020,6:43,0,8.9,0,1,None,2
40,1,4/7/2020,8:59,100,13.9,0,4,None,2
40,2,4/7/2020,8:48,80,13.3,0,4,None,2
40,3,4/7/2020,8:36,60,13.3,0,3,None,2
40,4,4/7/2020,8:24,55,12.8,0,2,None,2
40,5,4/7/2020,8:05,75,13.3,0,5,None,2
40,6,4/7/2020,7:53,95,13.9,2,3,None,2
40,7,4/7/2020,7:41,55,13.3,1,3,None,2
40,8,4/7/2020,7:28,45,13.9,1,3,None,2
40,9,4/7/2020,7:14,15,12.8,0,1,None,2
40,10,4/7/2020,6:56,40,12.8,0,1,None,2
40,11,4/7/2020,6:44,50,12.8,2,1,None,2
51,1,4/7/2020,9:30,95,17.2,2,1,None,2
51,2,4/7/2020,9:19,95,17.2,0,2,None,2
51,3,4/7/2020,9:06,100,16.7,0,2,None,2
51,4,4/7/2020,8:54,100,16.7,1,3,None,2
51,5,4/7/2020,8:41,100,16.7,0,1,None,2
51,6,4/7/2020,8:28,100,16.7,1,1,None,2
51,7,4/7/2020,8:15,100,16.1,0,2,None,2
51,8,4/7/2020,8:02,100,16.1,1,1,None,2
51,9,4/7/2020,7:48,100,16.1,1,1,None,2
51,10,4/7/2020,7:35,100,15.6,1,2,None,2
51,11,4/7/2020,7:21,75,15.6,2,1,None,2
51,12,4/7/2020,7:08,75,15.6,1,1,None,2
51,13,4/7/2020,6:54,85,15.6,3,1,None,2
51,14,4/7/2020,6:42,100,15.6,2,1,None,2
69,1,4/7/2020,8:53,60,12.8,0,3,None,2
69,2,4/7/2020,8:42,70,12.8,1,1,None,2
69,3,4/7/2020,8:31,70,12.8,1,3,None,2
69,4,4/7/2020,8:20,80,12.2,0,3,None,2
69,5,4/7/2020,8:08,100,10.0,0,2,None,2
69,6,4/7/2020,7:56,95,10.0,0,4,None,2
69,7,4/7/2020,7:43,90,10.0,0,3,None,2
69,8,4/7/2020,7:31,80,11.1,1,3,None,2
69,9,4/7/2020,7:20,50,11.7,0,4,None,2
69,10,4/7/2020,7:04,35,11.7,0,1,None,2
69,11,4/7/2020,6:44,25,11.7,0,1,None,2
19,1,4/8/2020,8:30,100,16.1,1,1,Rain,2
19,2,4/8/2020,8:17,100,15.6,2,2,Lt. Rain,2
19,3,4/8/2020,8:03,100,15.6,1,2,Lt. Rain,2
19,4,4/8/2020,7:51,100,15.0,2,3,Lt. Rain,2
19,5,4/8/2020,7:37,100,14.4,4,2,Lt. Rain,2
19,6,4/8/2020,7:19,100,14.4,2,1,Rain,2
19,7,4/8/2020,7:00,100,14.4,4,2,Lt. Rain,2
19,8,4/8/2020,6:41,100,13.9,4,1,None,2
118,1,4/8/2020,8:40,100,17.8,0,1,None,2
118,2,4/8/2020,8:28,100,17.2,1,2,Lt. Rain,2
118,3,4/8/2020,8:17,100,16.7,1,1,Lt. Rain,2
118,4,4/8/2020,8:05,100,16.1,0,1,Lt. Rain,2
118,5,4/8/2020,7:51,100,16.1,1,2,Lt. Rain,2
118,6,4/8/2020,7:40,100,16.1,0,3,None,2
118,7,4/8/2020,7:23,100,15.6,1,1,None,2
118,8,4/8/2020,7:10,100,14.4,0,1,None,2
118,9,4/8/2020,6:57,100,13.9,1,1,None,2
118,10,4/8/2020,6:44,100,13.9,1,1,Lt. Rain,2
256,1,4/8/2020,8:37,100,18.9,0,4,None,2
256,2,4/8/2020,8:23,100,18.3,0,3,None,2
256,3,4/8/2020,8:12,100,18.3,0,2,None,2
256,4,4/8/2020,8:02,100,17.8,3,4,None,2
256,5,4/8/2020,7:51,100,19.4,3,5,None,2
256,6,4/8/2020,7:40,100,18.9,3,5,None,2
256,7,4/8/2020,7:29,100,18.9,4,5,None,2
256,8,4/8/2020,7:17,100,18.3,3,5,None,2
256,9,4/8/2020,7:06,100,17.8,3,4,Lt. Rain,2
256,10,4/8/2020,6:55,100,17.8,3,3,None,2
256,11,4/8/2020,6:43,100,16.7,2,2,None,2
53,1,4/9/2020,8:22,15,17.2,1,1,None,2
53,2,4/9/2020,8:10,15,16.7,2,1,None,2
53,3,4/9/2020,7:57,10,16.7,1,2,None,2
53,4,4/9/2020,7:43,5,16.7,1,2,None,2
53,5,4/9/2020,7:30,25,16.1,2,1,None,2
53,6,4/9/2020,7:16,100,16.1,0,1,None,2
53,7,4/9/2020,6:59,100,16.1,1,2,None,2
53,8,4/9/2020,6:38,100,16.1,1,1,Lt. Rain,2
77,1,4/9/2020,8:48,10,15.6,1,1,None,2
77,2,4/9/2020,8:35,10,14.4,1,2,None,2
77,3,4/9/2020,8:24,0,14.4,1,1,None,2
77,4,4/9/2020,8:12,0,13.9,0,4,None,2
77,5,4/9/2020,8:00,5,13.3,1,4,None,2
77,6,4/9/2020,7:46,10,13.3,2,5,None,2
77,7,4/9/2020,7:29,15,12.8,2,4,None,2
77,8,4/9/2020,7:11,20,14.4,1,1,None,2
77,9,4/9/2020,6:58,25,14.4,1,1,None,2
77,10,4/9/2020,6:39,25,14.4,2,1,None,2
283,1,4/9/2020,8:21,90,16.1,2,3,None,2
283,2,4/9/2020,8:11,75,16.7,2,4,None,2
283,3,4/9/2020,7:58,55,16.7,0,4,None,2
283,4,4/9/2020,7:46,40,16.1,2,4,None,2
283,5,4/9/2020,7:33,35,15.6,3,4,None,2
283,6,4/9/2020,7:22,50,15.0,3,5,None,2
283,7,4/9/2020,7:11,45,15.0,2,3,None,2
283,8,4/9/2020,6:54,100,16.7,2,2,None,2
283,9,4/9/2020,6:42,100,15.6,1,2,None,2
14,1,4/10/2020,8:17,5,6.1,3,1,None,2
14,2,4/10/2020,8:05,5,6.1,4,3,None,2
14,3,4/10/2020,7:53,5,6.1,2,2,None,2
14,4,4/10/2020,7:41,0,6.7,4,1,None,2
14,5,4/10/2020,7:30,0,6.7,3,3,None,2
14,6,4/10/2020,7:17,0,6.7,4,2,None,2
14,7,4/10/2020,7:04,0,7.2,3,3,None,2
14,8,4/10/2020,6:52,0,7.2,3,1,None,2
14,9,4/10/2020,6:40,0,7.8,3,1,None,2
70,1,4/10/2020,8:33,5,2.8,4,1,None,2
70,2,4/10/2020,8:14,5,3.3,4,1,None,2
70,3,4/10/2020,8:02,0,3.3,4,1,None,2
70,4,4/10/2020,7:48,15,3.9,4,1,None,2
70,5,4/10/2020,7:30,25,3.9,4,1,None,2
70,6,4/10/2020,7:18,35,4.4,4,2,None,2
70,7,4/10/2020,7:05,30,4.4,4,1,None,2
70,8,4/10/2020,6:54,10,4.4,4,1,None,2
70,9,4/10/2020,6:40,20,5.0,4,1,None,2
182,1,4/10/2020,8:12,20,9.4,4,2,None,2
182,2,4/10/2020,8:00,15,10.6,4,2,None,2
182,3,4/10/2020,7:49,15,10.0,4,3,None,2
182,4,4/10/2020,7:36,35,10.0,4,1,None,2
182,5,4/10/2020,7:26,40,9.4,4,1,None,2
182,6,4/10/2020,7:14,5,9.4,4,1,None,2
182,7,4/10/2020,7:03,0,9.4,4,1,None,2
182,8,4/10/2020,6:51,5,9.4,4,1,None,2
182,9,4/10/2020,6:39,0,8.9,4,2,None,2
99,1,4/11/2020,9:23,0,5.0,1,2,None,2
99,2,4/11/2020,9:10,0,3.9,1,1,None,2
99,3,4/11/2020,8:57,0,3.3,0,1,None,2
99,4,4/11/2020,8:45,0,2.8,2,1,None,2
99,5,4/11/2020,8:32,0,2.8,2,1,None,2
99,6,4/11/2020,8:19,0,2.2,1,1,None,2
99,7,4/11/2020,8:05,0,2.2,2,1,None,2
99,8,4/11/2020,7:52,0,0.0,0,3,None,2
99,9,4/11/2020,7:39,0,-1.1,0,1,None,2
99,10,4/11/2020,7:24,0,-1.1,2,1,None,2
99,11,4/11/2020,7:00,10,-1.7,1,1,None,2
